codigo_da_mantenedora,name,cnpj,nome_da_mantenedora,natureza_juridica_da_mantenedora,codigo_da_ies,sigla_da_ies,categoria_administrativa_da_ies,organizacao_academica_da_ies,sistema_de_ensino_da_ies,ies_comunitaria_sn,ies_confessional_sn,ies_filantropica_sn,logradouro,cep,codigo_do_municipio_ibge,municipio,uf,telefone,fax,e_mail,site,representante_legal,conceito_institucional_ci,ano_do_ci,indice_geral_de_cursos_igc,ano_do_igc,ato_de_credenciamento,data_do_ato_de_credenciamento,ato_de_recredenciamento,data_do_ato_de_recredenciamento
76,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,17.907.031/0001-23,FUNDACAO EDUCACIONAL DE MACHADO,Privada sem fins lucrativos,3972,CESEP,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AV DR ATHAYDE PEREIRA DE SOUZA, 730, CENTRO",37750000,3139003,MACHADO,MG,(35) 3295-9501,(35) 3295-9503,secretaria@fem.com.br,www.fem.com.br,GUILHERME BERNARDES,3,2018,3,2018,12,20/2/1968,s/n,30/1/2004
15603,CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE,67.973.602/0001-04,ESCOLA DE EDUCACAO SUPERIOR SAO JOSE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade,17014,CSEJCDA,PRIVADA SEM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA COMENDADOR CANTINHO, 394, PENHA DE FRANÇA",3603020,3550308,SÃO PAULO,SP,29421488,29421488,diretoria@drummond.com.br; prof.aureniceleite@drummond.com.br,www.drummond.com.br,OSMAR BASILIO,3,2016,2,2018,534,10/5/2011,1277 de 29/11/2018.,30/11/2018
2095,CENTRO SUPERIOR UNA DE CATALÃO,05.373.130/0001-93,SOCIEDADE CATALANA DE EDUCACAO S/C LTDA - EPP,Privada com fins lucrativos,754,UNACAT,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA PRESIDENTE MÉDICI, S/N, SETOR, SANTA CRUZ",75706420,5205109,CATALÃO,GO,31 3319-9226,,regulatorio@animaeducacao.com.br,www.una.br,ATILA SIMOES DA CUNHA,4,2011,3,2018,001,7/12/1984,1218 de 26/10/2016,28/10/2016
558,CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE,78.669.868/0001-76,UNIMEO-UNIAO EDUCACIONAL DO MEDIO OESTE PARANAENSE LTDA - EPP,Privada com fins lucrativos,810,CTESOP,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"AVENIDA BRASIL, 1441, JARDIM PARANÁ",85935000,4102000,ASSIS CHATEAUBRIAND,PR,(44) 3528 2337,(44) 3528 2337,"fabiany@unimeo.com.br; fabricio@unimeo.com.br, fabio@unimeo.com.br; contato@pomini.org",http://www.ctesop.com.br,ANITA POLITI BEGOSSO,3,2011,3,2018,98367,8/11/1989,886 de 01/09/2015,2/9/2015
418,CENTRO TECNOLÓGICO POSITIVO,78.791.712/0001-63,CENTRO DE ESTUDOS SUPERIORES POSITIVO LTDA,Privada com fins lucrativos,18064,CTPositivo,PRIVADA COM FINS LUCRATIVOS,FACULDADE,F,N,N,,"RUA SENADOR ACCIOLY FILHO, 511, - ATÉ 1724/1725, CIDADE INDUSTRIAL",81310000,4106902,CURITIBA,PR,41 33173032,,regulacao@up.edu.br,,LUCAS RADUY GUIMARAES,4,2014,,,671 de 18/07/2016,19/7/2016,,
1564,CENTRO UNIVERSIÁRIO UNIFTC,04.670.333/0001-89,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,Privada com fins lucrativos,1364,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA UBALDINO FIGUERA, 200, EXPOSIÇÃO",45020510,2933307,VITÓRIA DA CONQUISTA,BA,(71) 3281-8171,(77) 3422-8842,avalia@ftc.edu.br; ,www.ftc.br,GERVÁSIO MENESES DE OLIVEIRA,4,2018,4,2018,1.310,6/9/1999,1162 de 15/09/2017,18/9/2017
1564,CENTRO UNIVERSIÁRIO UNIFTC DE FEIRA DE SANTANA,04.670.333/0001-89,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,Privada com fins lucrativos,1053,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA ARTÊMIA PIRES DE FREITAS, S/N, CAMPUS  - FEIRA DE SANTANA - SIM, SIM",44085370,2910800,FEIRA DE SANTANA,BA,(75) 3602 7031,(75) 3602 7048,clobo@ftc.edu.br;avalia@ftc.edu.br;cpa.fsa@ftc.edu.br,www.ftc.br,GERVÁSIO MENESES DE OLIVEIRA,5,2018,4,2018,2.253,22/12/1997,1163 de 15/09/2017,18/9/2017
1564,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,04.670.333/0001-89,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,Privada com fins lucrativos,1461,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA LUÍS VIANA, 8812, PARALELA",41730101,2927408,SALVADOR,BA,(71) 3281 8332,(71) 3281 8028,cpa.ssa@ftc.edu.br;edilsonftc1@gmail.com;avalia@ftc.edu.br,www.ftc.br,GERVÁSIO MENESES DE OLIVEIRA,5,2018,4,2018,262,9/3/2000,1105 de 13/09/2017,14/9/2017
419,CENTRO UNIVERSITÁRIO - CATÓLICA DE SANTA CATARINA EM JARAGUÁ DO SUL,83.130.229/0001-78,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,Privada sem fins lucrativos,645,Católica em Jaraguá ,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,S,N,,"RUA DOS IMIGRANTES, 500, VILA RAU",89254430,4208906,JARAGUÁ DO SUL,SC,47 32758245,47 32758200,reitoria@catolicasc.org.br,www.catolicasc.org.br,ANSELMO LUIZ JORGE RAMOS,4,2015,3,2018,91.677,24/9/1985,1222 de 26/10/2016,28/10/2016
419,CENTRO UNIVERSITÁRIO - CATÓLICA DE SANTA CATARINA EM JOINVILLE,83.130.229/0001-78,FUNDACAO EDUCACIONAL REGIONAL JARAGUAENSE,Privada sem fins lucrativos,17138,Católica em Joinvile,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,S,N,,"RUA SENADOR FELIPE SCHMIDT, S/N, CENTRO",89201440,4209102,JOINVILLE,SC,47 31459700,47 31459700,reitoria@catolicasc.org.br,www.catolicasc.org.br,ANSELMO LUIZ JORGE RAMOS,5,2019,4,2018,,,218 de 08/04/2016,11/4/2016
750,CENTRO UNIVERSITÁRIO - UNIESP,70.118.716/0001-73,SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA,Privada com fins lucrativos,1075,UNIESP,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RODOVIA BR-230, KM 14, S/N, UNIDADE SEDE, MORADA NOVA",58109303,2503209,CABEDELO,PB,(83) 2106 3830,(83) 2106 3804,erika@iesp.edu.br,www.iesp.edu.br,MARIA DA GRAÇA DE HOLANDA MARTINS,5,2019,3,2018,222,10/3/1998,1.785,21/10/2019
235,CENTRO UNIVERSITÁRIO ACADEMIA,21.562.368/0001-13,ASSOCIACAO PROPAGADORA ESDEVA,Privada sem fins lucrativos,337,Uniacademia,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA HALFELD, 1179, CAMPUS ACADEMIA DE COMÉRCIO, CENTRO",36016000,3136702,JUIZ DE FORA,MG,(32)3250-3800;(32)3250-3803,,assessoriainstitucional@cesjf.br,www.cesjf.br,CARLOS VIEIRA LIMA,4,2019,3,2018,71.141,26/9/1972,334 de 16/03/2020.,18/3/2020
144,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,43.586.056/0001-82,INSTITUTO ADVENTISTA DE ENSINO,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1365,UNASP,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,S,S,,"ESTRADA DE ITAPECERICA, 5859, JARDIM IAE",5858001,3550308,SÃO PAULO,SP,(19) 3858 5126,,martin.kuhn@unasp.edu.br;marcelo.alves@unasp.edu.br,www.unasp.br,EULER PEREIRA BAHIA,5,2018,3,2018,62.800,5/6/1968,1278 de 29/11/2018.,30/11/2018
276,CENTRO UNIVERSITÁRIO AESO -  BARROS MELO,09.726.365/0001-72,AESO-ENSINO SUPERIOR DE OLINDA LTDA,Privada com fins lucrativos,4420,Uniaeso,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA TRANSAMAZÔNICA, 405, JARDIM BRASIL II",53300240,2609600,OLINDA,PE,(81) 2128 9797,(81) 2128 9797,aeso@aeso.br,www.barrosmelo.edu.br,IVÂNIA MARIA DE BARROS MELO DOS ANJOS DIAS,5,2019,3,2018,s/n,15/5/1968,337 de 16/03/2020.,18/3/2020
1077,CENTRO UNIVERSITÁRIO AGES,03.732.265/0001-72,AGES EMPREENDIMENTOS EDUCACIONAIS LTDA,Privada com fins lucrativos,1640,UniAGES,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA UNIVERSITÁRIA, 23, PARQUE DAS PALMEIRAS, CENTRO",48430000,2923803,PARIPIRANGA,BA,(75) 3279 2210,(75) 3279 2210,ageswilson@faculdadeages.com.br,www.faculdadeages.com.br,ATILA SIMOES DA CUNHA,4,2015,4,2018,347,26/2/2001,1451 de 07/10/2011,10/10/2011
151,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,60.736.683/0001-71,FUNDACAO ESCOLA DE COMERCIO ALVARES PENTEADO - FECAP,Privada sem fins lucrativos,213,FECAP,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,S,N,,"AVENIDA DA LIBERDADE, 532, BLOCO C, LIBERDADE",1502001,3550308,SÃO PAULO,SP,(11) 32722204,(11) 32722208,reitoria@fecap.br; edison@fecap.br;,www.fecap.br,EDISON SIMONI DA SILVA,5,2018,4,2018,26775,23/6/1949,271 de 13/02/2020.,17/2/2020
979,CENTRO UNIVERSITÁRIO ALVES FARIA,02.850.990/0001-82,CENTRO EDUCACIONAL ALVES FARIA LTDA.,Privada com fins lucrativos,1493,UNIALFA,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA PERIMETRAL  NORTE, 4.129, VILA JOÃO VAZ",74445190,5208707,GOIÂNIA,GO,(62) 3272 5011,(62) 3272 5003,,www.unialfa.com.br,NELSON DE CARVALHO FILHO,3,2015,3,2018,443,31/3/2000,85 de 16/02/2016,17/2/2016
715,CENTRO UNIVERSITÁRIO AMPARENSE,67.172.676/0001-33,"UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA",Privada com fins lucrativos,1225,UNIFIA,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RODOVIA SP 95, KM 46,5, S/N, MARTÍRIO",13900000,3501905,AMPARO,SP,(19) 3907-9870,(19) 3907.9870,cra@unifia.edu.br;cpex@scelisul.com.br;pra@unifia.edu.br,www.unifia.edu.br,GUILHERME BERNARDES FILHO,4,2018,3,2018,69.280,27/9/1971,485 de 27/02/2019.,28/2/2019
16452,CENTRO UNIVERSITÁRIO ANHANGÜERA,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1045,UNIFIAN,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA WALDEMAR SILENCI, 340, CIDADE JARDIM",13614370,3526704,LEME,SP,(19) 3571 5717,(19) 3571 5717,ddi@kroton.com.br;,http://www.anhanguera.com/home/,ISADORA FERREIRA COSTA FARIA,4,2016,3,2018,s/n,13/1/1994,509 de 11/04/2017,12/4/2017
16452,CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,926,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"BR 163, 3203, CHÁCARA DAS MANSÕES",79079005,5002704,CAMPO GRANDE,MS,(31) 2126-0980,,ddi@kroton.com.br; adriana.rsilva@kroton.com.br,,ISADORA FERREIRA COSTA FARIA,4,2018,3,2018,s/n*,24/8/1994,1791 de 18/10/2019.,21/10/2019
16452,CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,515,UNIAN-RJ,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA VISCONDE DO RIO BRANCO, 123, CENTRO",24020000,3303302,NITERÓI,RJ,(21) 2199 1441,(21) 2199 1510,ddi@kroton.com.br;marco.portela@kroton.com.br,www.anhanguera.com,ISADORA FERREIRA COSTA FARIA,3,2017,3,2018,71164,29/9/1972,480 de 27/02/2019.,28/2/2019
16452,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,376,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA AFONSO CELSO, 235, VILA MARIANA, VILA MARIANA",4119901,3550308,SÃO PAULO,SP,(11) 3188 6700,(11) 3188 6743,karina.meier@kroton.com.br; ddi@kroton.com.br,www.anhanguera.com,ISADORA FERREIRA COSTA FARIA,4,2018,3,2018,69818,23/12/1971,1.831 de 22/10/2019.,24/10/2019
16452,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,04.310.392/0001-46,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,242,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA SENADOR FLAQUER, 456/459, CENTRO",9010160,3547809,SANTO ANDRÉ,SP,(31) 2126-0820,,ddi@kroton.com.br,,ISADORA FERREIRA COSTA FARIA,4,2013,3,2018,65747,27/11/1969,83 de 18/01/2017,19/1/2017
957,CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE,03.318.018/0001-24,ASSOCIACAO EDUCACIONAL TOLEDO,Privada sem fins lucrativos,1841,TOLEDO PRUDENTE,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"PRAÇA RAUL FURQUIM, 09, VILA FURQUIM",19030430,3541406,PRESIDENTE PRUDENTE,SP,(18) 3901 4000,(18) 3901 4009,toledo@toledoprudente.edu.br,www.toledoprudente.edu.br,MILTON PENNACCHI,5,2018,4,2018,1.029,22/5/2001,351 de 19/03/2020.,23/3/2020
757,CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO,01.129.686/0001-88,"SOCIEDADE DE PESQUISA EDUCACAO E CULTURA, DR. APARICIO CARVALHO DE MORAES LTDA",Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,1087,,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA DAS ARARAS, 241, - DE 1/2 A 240/241, ELDORADO",76811678,1100205,PORTO VELHO,RO,(69) 3217 8900,(69) 3217 8900,mariasilvia24@gmail.com;regulacao@fimca.com.br,www.fimca.com.br,MARIA SILVIA FONSECA RIBEIRO CARVALHO DE MORAES,5,2019,3,2018,2.066,3/11/1997,,
1089,CENTRO UNIVERSITÁRIO ARAGUAIA,00.140.831/0001-69,SOCIEDADE DE EDUCACAO E CULTURA DE GOIAS S/C LTDA,Privada com fins lucrativos,1663,UNIARAGUAIA,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA T-10, 1047, UNIDADE BUENO, SETOR BUENO",74223060,5208707,GOIÂNIA,GO,(62) 32248829,(62) 32248829,fara@faculdadearaguaia.edu.br,www.faculdadearaguaia.edu.br,ADRIANA CARDOSO FREIRE,5,2019,4,2018,693,9/4/2001,45 de 18/01/2017,19/1/2017
2477,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,06.163.776/0001-09,SOCIEDADE EDUCACIONAL ARNALDO HORACIO FERREIRA S/C LTDA,Privada com fins lucrativos,3921,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA PARÁ, 2.280, LOTE 08/B, MIMOSO DO OESTE",47850000,2919553,LUÍS EDUARDO MAGALHÃES,BA,(77) 3628 9900,(77) 3628 9917,m.angelica@faahf.edu.br,www.faahf.edu.br,MARIA ANGELICA CARDOSO FERREIRA DE SOUSA,4,2018,3,2018,593,1/3/2006,1200 de 18/06/2019.,21/6/2019
893,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,02.203.539/0001-73,FUNDACAO ASSIS GURGACZ,Privada sem fins lucrativos,1336,FAG,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA DAS TORRES, 500, LOTEAMENTO FAG",85806095,4104808,CASCAVEL,PR,(45) 3321 3900,(45) 3321 3902,afonso@fag.edu.br,www.fag.edu.br,ASSIS GURGACZ,4,2014,4,2018,920,24/6/1999,851 de 11/09/2013,12/9/2013
378,CENTRO UNIVERSITÁRIO ASSUNÇÃO,60.990.751/0001-24,FUNDACAO SAO PAULO,Privada sem fins lucrativos,161,UNIFAI,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,S,,"RUA AFONSO CELSO, 671/711, - DE 631/632 A 1029/1030, VILA MARIANA",4119060,3550308,SÃO PAULO,SP,(11) 5087 0199,(11) 5087 0169,fundasp@unifai.edu.br,www.unifai.edu.br,DOM ODILO PEDRO SCHERER,3,2009,3,2018,68.450,1/4/1971,230,8/2/2017
1675,CENTRO UNIVERSITÁRIO ATENAS,01.428.030/0001-66,CENTRO EDUCACIONAL HYARTE-ML LTDA,Privada com fins lucrativos,2579,UniAtenas,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA EURIDAMAS AVELINO DE BARROS, 1.400, PRADO",38602002,3147006,PARACATU,MG,38-3672-3737,,faculdade@atenas.edu.br,www.atenas.edu.br,HIRAN COSTA RABELO,4,2017,4,2018,1.608,3/6/2002,470 de 26/04/2011,27/4/2011
1629,CENTRO UNIVERSITÁRIO ATENEU,41.548.546/0001-69,SOCIEDADE EDUCACIONAL EDICE PORTELA LTDA,Privada com fins lucrativos,2497,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA COLETOR ANTÔNIO GADELHA, 621, UNIDADE ACADÊMICA MESSEJANA, MESSEJANA",60871170,2304400,FORTALEZA,CE,(85) 3033-5151,(85) 3033-5151,emec@uniateneu.edu.br,www.uniateneu.edu.br,CLAUDIO FERREIRA BASTOS,4,2018,4,2018,1881,30/6/2004,860 de 11/09/2013,12/9/2013
199,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,34.008.227/0001-03,SOCIEDADE UNIFICADA DE ENSINO AUGUSTO MOTTA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,277,UNISUAM,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA PARIS, 84, BONSUCESSO",21041020,3304557,RIO DE JANEIRO,RJ,(21) 3882 9702,(21) 2564 2244,reitoria@unisuam.edu.br;adalmeida@unisuam.edu.br;fximenes@unisuam.edu.br,www.unisuam.edu.br,ANA CRISTINA MONTEIRO DA MOTTA CRUZ,3,2015,3,2018,66189,12/2/1970,753 de 08/08/2018.,9/8/2018
963,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,02.741.457/0001-82,COMPLEXO DE ENSINO SUPERIOR DO BRASIL LTDA.,Privada com fins lucrativos,3602,UNIBRASIL,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA KONRAD ADENAUER, 442, TARUMÃ",82821020,4106902,CURITIBA,PR,(041) 3361 4200,(041) 3361 4215,lilian@unibrasil.com.br; liyamikami@unibrasil.com.br,www.unibrasil.com.br,CLERMERSON MERLIN CLEVE,5,2019,4,2018,261,9/3/2000,1903 de 31/10/2019.,4/11/2019
1303,CENTRO UNIVERSITARIO AVANTIS,04.204.407/0001-91,SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.,Privada com fins lucrativos,1988,UNIAVAN,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA MARGINAL LESTE, 3600, KM 132, ESTADOS",88339125,4202008,BALNEÁRIO CAMBORIÚ,SC,(47) 3363-0631,(47) 3363-0631,procuradora@avantis.edu.br,www.avantis.edu.br,MOHAMAD HUSSEIN ABOU WADI,5,2018,4,2018,4.028,31/12/2002,1356 de 27/10/2017,30/10/2017
98,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,56.001.480/0001-60,ORGANIZACAO EDUCACIONAL BARAO DE MAUA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,138,CBM,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA RAMOS DE AZEVEDO, 423, JARDIM PAULISTA",14090180,3543402,RIBEIRÃO PRETO,SP,(16) 3603 6600,(16) 3618 6102,reitoria@baraodemaua.br;compedag@baraodemaua.br,www.baraodemaua.br,ANTONIO AUGUSTO ABBARI DINAMARCO,4,2017,3,2018,63.147,26/8/1968,1646 de 19/09/2019.,23/9/2019
1124,CENTRO UNIVERSITÁRIO BARRIGA VERDE,82.975.236/0001-08,FUNDACAO EDUCACIONAL BARRIGA VERDE,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,4163,UNIBAVE,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,S,N,,"RUA PE.JOÃO LEONIR DALL'ALBA, S/N, MURIALDO",88870000,4211702,ORLEANS,SC,(48) 3466 5600,(48) 3466 5600,juliana.faust@unibave.net; elcio@unibave.net,www.unibave.net,ELCIO WILLEMANN,4,2017,3,2018,054/98,5/5/1998,68 de 14/01/2019.,15/1/2019
118,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,62.294.053/0001-10,FEBASP ASSOCIACAO CIVIL,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,162,FEBASP,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA DR. ÁLVARO ALVIM, 76/90, VILA MARIANA",4018010,3550308,SÃO PAULO,SP,(11) 5576 5703,(11) 5549 7566,paulo.cardim@belasartes.br;graziela.marques@belasartes.br;jo.tonelotto@belasartes.br,www.belasartes.br,PAULO ANTONIO GOMES CARDIM,5,2018,3,2018,7.399*,17/6/1941,1368 de 19/12/2018.,20/12/2018
2996,CENTRO UNIVERSITÁRIO BRASILEIRO,07.397.220/0001-40,IBGM - INSTITUTO BRASILEIRO DE GESTAO & MARKETING LTDA - EPP,Privada com fins lucrativos,4702,UNIBRA,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"R RUA JOAQUIM FELIPE, 250, BOA VISTA",50050365,2611606,RECIFE,PE,81 30360001,81 986994785,laercioguerra.melo@gmail.com,www.ibgm.org,LAERCIO GUERRA DE MELO JUNIOR,5,2017,4,2018,459,11/4/2008,224,11/4/2016
365,CENTRO UNIVERSITÁRIO BRAZ CUBAS,52.556.412/0001-06,SOCIEDADE EDUCACIONAL BRAZ CUBAS LTDA.,Privada com fins lucrativos,526, ,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AV. FRANCISCO RODRIGUES FILHO, 1233, MOGILAR",8773380,3530607,MOGI DAS CRUZES,SP,(11) 4791 8204,(11) 47918204,ines.confuorto@cruzeirodosul.edu.br,www.brazcubas.br,HERMES FERREIRA FIGUEIREDO,3,2016,3,2018,1.012,18/12/1985,306 de 02/04/2018.,3/4/2018
795,CENTRO UNIVERSITÁRIO CAMBURY,26.721.076/0001-08,CENTRO TECNOLOGICO CAMBURY LTDA,Privada com fins lucrativos,1160,UniCambury,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"AVENIDA C 07, 1094, UNIDADE SEDE, SETOR SOL NASCENTE",74410220,5208707,GOIÂNIA,GO,(62) 3236 3057,(62) 3236 3000,regulacao@cambury.br,www.cambury.br,GIUSEPPE VECCI,4,2018,3,2018,805,29/7/1998,,
849,CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA,02.252.746/0001-18,INSTITUTO DE ENSINO CAMPO LIMPO PAULISTA LTDA,Privada com fins lucrativos,1273,UNIFACCAMP,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA GUATEMALA, 167, JARDIM AMÉRICA",13231230,3509601,CAMPO LIMPO PAULISTA,SP,(11) 4812-9400,(11) 4812-9400,patriciagentil.simionato@faccamp.br;gentil@faccamp.br;pslaraujo@hotmail.com;elizeu@faccamp.br,www.unifaccamp.edu.br,NELSON GENTIL,4,2017,3,2018,1494,30/12/1998,294 de 06/03/2017,15/3/2017
1120,CENTRO UNIVERSITÁRIO CAMPO REAL,03.291.761/0001-38,UB - CAMPO REAL EDUCACIONAL S.A.,Privada com fins lucrativos,5511,,PRIVADA COM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA COMENDADOR NORBERTO, 1299, SANTA CRUZ",85015240,4109401,GUARAPUAVA,PR,(42)3621-5200,(42)3621-5200,diretor@camporeal.edu.br,www.camporeal.edu.br,EDSON AIRES DA SILVA,4,2017,4,2018,1311,24/8/2000,1420 de 06/12/2016,7/12/2016
17408,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,31.333.981/0001-12,ASSOCIACAO DE ENSINO CATEDRA,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1232,UNIANDRADE,PRIVADA SEM FINS LUCRATIVOS,CENTRO UNIVERSITÁRIO,F,N,N,,"RUA MARUMBY, 283, CAMPO COMPRIDO",81220090,4106902,CURITIBA,PR,(41) 3219-4290,(41) 3219-4290,ana.vogt@gmail.com,www.uniandrade.edu.br,JOSE CAMPOS DE ANDRADE FILHO,4,2015,4,2018,73.724,5/3/1974,306 de 02/03/2020.,4/3/2020
